
112,06   6400000,11206
224,119999982887   6400000,22509734
336,179999931549   6400000,33911203
448,239999828873   6400000,45410406
560,299999657747   6400000,57007344
672,359999401056   6400000,68702016
784,41999904169   6400000,80494422
896,479998562535   6400000,92384562
1008,53999794648   6400001,04372437
1120,59999717641   6400001,16458046
1232,65999623521   6400001,2864139
1344,71999510578   6400001,40922468
1456,77999377099   6400001,5330128
1568,83999221373   6400001,65777827
1680,8999904169   6400001,78352107
1792,95998836338   6400001,91024122
1905,01998603606   6400002,03793872
2017,07998341782   6400002,16661356
2129,13998049156   6400002,29626574
2241,19997724015   6400002,42689526
2353,25997364649   6400002,55850213
2465,31996969347   6400002,69108634
2577,37996536396   6400002,82464789
2689,43996064087   6400002,95918678
2801,49995550707   6400003,09470302
2913,55994994546   6400003,2311966
3025,61994393891   6400003,36866752
3137,67993747033   6400003,50711578
3249,73993052259   6400003,64654139
3361,79992307859   6400003,78694434
3473,8599151212   6400003,92832463
3585,91990663333   6400004,07068226
3697,97989759785   6400004,21401724
3810,03988799765   6400004,35832956
3922,09987781562   6400004,50361922
4034,15986703465   6400004,64988622
4146,21985563763   6400004,79713056
4258,27984360744   6400004,94535224
4370,33983092697   6400005,09455127
4482,3998175791   6400005,24472764
4594,45980354674   6400005,39588135
4706,51978881275   6400005,5480124
4818,57977336003   6400005,70112079
4930,63975717148   6400005,85520652
5042,69974022996   6400006,01026959
5154,75972251838   6400006,16631001
5266,81970401962   6400006,32332776
5378,87968471657   6400006,48132286
5490,93966459211   6400006,6402953
5602,99964362913   6400006,80024507
5715,05962181053   6400006,96117219
5827,11959911918   6400007,12307665
5939,17957553797   6400007,28595845
6051,2395510498   6400007,44981759
6163,29952563755   6400007,61465407
6275,3594992841   6400007,78046789
6387,41947197235   6400007,94725905
6499,47944368519   6400008,11502755
6611,53941440549   6400008,28377339
6723,59938411615   6400008,45349657
6835,65935280006   6400008,62419709
6947,71932044009   6400008,79587494
7059,77928701915   6400008,96853014
7171,83925252012   6400009,14216268
7283,89921692588   6400009,31677255
7395,95918021933   6400009,49235977
7508,01914238334   6400009,66892432
7620,07910340082   6400009,84646621
7732,13906325464   6400010,02498544
7844,19902192769   6400010,20448201
7956,25897940286   6400010,38495592
8068,31893566305   6400010,56640717
8180,37889069113   6400010,74883575
8292,43884446999   6400010,93224167
8404,49879698253   6400011,11662493
8516,55874821162   6400011,30198553
8628,61869814016   6400011,48832347
8740,67864675104   6400011,67563874
8852,73859402714   6400011,86393135
8964,79853995135   6400012,0532013
9076,85848450656   6400012,24344859
